Serial,Event,&quot;Governorate&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
6955,EPIDEMIC,Taizz,18/10/2009,0,0,0
6954,EPIDEMIC,Taizz,18/10/2009,0,0,0
6944,EPIDEMIC,Taizz,17/10/2009,0,0,0
6943,EPIDEMIC,Taizz,17/10/2009,0,0,0
6942,EPIDEMIC,Taizz,17/10/2009,0,0,0
6941,EPIDEMIC,Taizz,17/10/2009,0,0,0
6940,EPIDEMIC,Taizz,17/10/2009,0,0,0
6939,EPIDEMIC,Taizz,17/10/2009,0,0,0
6938,EPIDEMIC,Taizz,15/10/2009,0,0,0
6937,EPIDEMIC,Taizz,15/10/2009,0,0,0
6936,EPIDEMIC,Taizz,15/10/2009,0,0,0
6935,EPIDEMIC,Taizz,15/10/2009,0,0,0
6934,EPIDEMIC,Taizz,15/10/2009,0,0,0
6933,EPIDEMIC,Taizz,15/10/2009,0,0,0
6932,EPIDEMIC,Taizz,15/10/2009,0,0,0
6931,EPIDEMIC,Taizz,15/10/2009,0,0,0
6930,EPIDEMIC,Taizz,15/10/2009,0,0,0
6929,EPIDEMIC,Taizz,15/10/2009,0,0,0
6928,EPIDEMIC,Taizz,06/10/2009,0,0,0
6927,EPIDEMIC,Taizz,06/10/2009,0,0,0
6926,EPIDEMIC,Taizz,06/10/2009,0,0,0
6925,EPIDEMIC,Taizz,06/10/2009,0,0,0
6924,EPIDEMIC,Taizz,05/10/2009,0,0,0
6923,EPIDEMIC,Taizz,05/10/2009,0,0,0
6922,EPIDEMIC,Taizz,05/10/2009,0,0,0
6921,EPIDEMIC,Taizz,05/10/2009,0,0,0
6920,EPIDEMIC,Taizz,05/10/2009,0,0,0
6919,EPIDEMIC,Taizz,05/10/2009,0,0,0
6918,EPIDEMIC,Taizz,05/10/2009,0,0,0
6917,EPIDEMIC,Taizz,04/10/2009,0,0,0
6916,EPIDEMIC,Taizz,04/10/2009,0,0,0
6915,EPIDEMIC,Taizz,04/10/2009,0,0,0
6914,EPIDEMIC,Taizz,04/10/2009,0,0,0
6913,EPIDEMIC,Taizz,04/10/2009,0,0,0
6912,EPIDEMIC,Taizz,04/10/2009,0,0,0
6911,EPIDEMIC,Taizz,04/10/2009,0,0,0
6910,EPIDEMIC,Taizz,04/10/2009,0,0,0
6909,EPIDEMIC,Taizz,04/10/2009,0,0,0
6908,EPIDEMIC,Taizz,04/10/2009,0,0,0
6907,EPIDEMIC,Taizz,04/10/2009,0,0,0
6906,EPIDEMIC,Taizz,04/10/2009,0,0,0
6905,EPIDEMIC,Taizz,04/10/2009,0,0,0
6904,EPIDEMIC,Taizz,03/10/2009,0,0,0
6903,EPIDEMIC,Taizz,03/10/2009,0,0,0
6902,EPIDEMIC,Taizz,03/10/2009,0,0,0
6901,EPIDEMIC,Taizz,03/10/2009,0,0,0
7516,EPIDEMIC,Taizz,27/10/2009,0,0,0
7515,EPIDEMIC,Taizz,27/10/2009,0,0,0
7514,EPIDEMIC,Taizz,27/10/2009,0,0,0
7513,EPIDEMIC,Taizz,27/10/2009,0,0,0
7512,EPIDEMIC,Taizz,27/10/2009,0,0,0
7511,EPIDEMIC,Taizz,27/10/2009,0,0,0
7510,EPIDEMIC,Taizz,27/10/2009,0,0,0
7509,EPIDEMIC,Taizz,27/10/2009,0,0,0
7508,EPIDEMIC,Taizz,27/10/2009,0,0,0
7199,RAINS,Lahj,02/04/1982,0,0,0
7198,LIQUEFACTION,Abyan,17/09/1981,0,0,0
7197,LIQUEFACTION,Al Dhale'e,02/04/1982,0,0,0
7196,RAINS,Hadramaut,04/06/1989,0,0,0
7195,RAINS,Al Maharah,14/03/1987,0,0,0
7100,ACCIDENT,Taizz,1998/8/0,0,0,0
7194,RAINS,Hadramaut,14/03/1987,0,0,0
7099,LIQUEFACTION,Shabwah,04/04/1982,0,0,0
7193,ACCIDENT,Taizz,15/10/1988,0,0,0
7192,ACCIDENT,Taizz,1986/11/0,0,0,0
7098,RAINS,Hadramaut,17/03/1987,0,0,0
7191,Asphyxia,Taizz,03/12/1991,0,0,0
7097,RAINS,Hadramaut,17/03/1987,0,0,0
7095,SNOWSTORM,Hadramaut,07/04/1983,0,0,0
7190,SUBSIDENCE,Taizz,1979/10/0,0,0,0
7094,LANDSLIDE,Taizz,1989/2/0,0,0,0
7189,LIQUEFACTION,Hadramaut,29/03/1987,0,0,0
7093,STRUCTURAL COLLAPSE,Taizz,11/04/1995,0,0,0
7188,LIQUEFACTION,Hadramaut,29/03/1987,0,0,0
7187,LIQUEFACTION,Hadramaut,29/03/1987,0,0,0
7092,RAINS,Hadramaut,17/03/1987,0,0,0
6885,EPIDEMIC,Taizz,09/09/2009,0,0,0
6884,EPIDEMIC,Taizz,09/09/2009,0,0,0
6865,EPIDEMIC,Taizz,11/07/2010,0,0,0
6864,EPIDEMIC,Taizz,10/07/2010,0,0,0
6863,EPIDEMIC,Taizz,06/07/2010,0,0,0
6862,EPIDEMIC,Taizz,04/07/2010,0,0,0
6861,EPIDEMIC,Taizz,04/07/2010,0,0,0
6860,EPIDEMIC,Taizz,04/07/2010,0,0,0
6859,EPIDEMIC,Taizz,01/07/2010,0,0,0
6858,EPIDEMIC,Taizz,01/07/2010,0,0,0
6857,EPIDEMIC,Taizz,01/07/2010,0,0,0
6905,EPIDEMIC,Taizz,04/10/2009,0,0,0
6904,EPIDEMIC,Taizz,03/10/2009,0,0,0
6903,EPIDEMIC,Taizz,03/10/2009,0,0,0
6902,EPIDEMIC,Taizz,03/10/2009,0,0,0
6883,EPIDEMIC,Taizz,08/09/2009,0,0,0
6882,EPIDEMIC,Taizz,07/09/2009,0,0,0
6881,EPIDEMIC,Taizz,07/09/2009,0,0,0
6880,EPIDEMIC,Taizz,05/09/2009,0,0,0
6879,EPIDEMIC,Taizz,05/09/2009,0,0,0
6878,EPIDEMIC,Taizz,04/09/2009,0,0,0
6877,EPIDEMIC,Taizz,04/09/2009,0,0,0
6876,EPIDEMIC,Taizz,03/09/2009,0,0,0
6875,EPIDEMIC,Taizz,02/09/2009,0,0,0
6874,EPIDEMIC,Taizz,01/09/2009,0,0,0
6873,EPIDEMIC,Taizz,09/08/2010,0,0,0
6872,EPIDEMIC,Taizz,05/08/2010,0,0,0
6871,EPIDEMIC,Taizz,25/07/2010,0,0,0
6870,EPIDEMIC,Taizz,25/07/2010,0,0,0
6869,EPIDEMIC,Taizz,20/07/2010,0,0,0
6868,EPIDEMIC,Taizz,13/07/2010,0,0,0
6867,EPIDEMIC,Taizz,13/07/2010,0,0,0
6866,EPIDEMIC,Taizz,11/07/2010,0,0,0
6856,EPIDEMIC,Taizz,29/06/2010,0,0,0
6855,EPIDEMIC,Taizz,29/06/2010,0,0,0
6854,EPIDEMIC,Taizz,27/06/2010,0,0,0
6853,EPIDEMIC,Taizz,27/06/2010,0,0,0
6852,EPIDEMIC,Taizz,20/06/2010,0,0,0
6851,EPIDEMIC,Taizz,17/06/2010,0,0,0
6850,EPIDEMIC,Taizz,17/06/2010,0,0,0
6849,EPIDEMIC,Taizz,15/06/2010,0,0,0
6848,EPIDEMIC,Taizz,12/06/2010,0,0,0
6847,EPIDEMIC,Taizz,08/06/2010,0,0,0
6846,EPIDEMIC,Taizz,08/06/2010,0,0,0
6845,EPIDEMIC,Taizz,03/06/2010,0,0,0
6844,EPIDEMIC,Taizz,02/06/2010,0,0,0
6843,EPIDEMIC,Taizz,28/05/2010,0,0,0
6824,EPIDEMIC,Taizz,03/05/2010,0,0,0
6823,EPIDEMIC,Taizz,03/05/2010,0,0,0
6822,EPIDEMIC,Taizz,28/04/2010,0,0,0
6821,EPIDEMIC,Taizz,18/04/2010,0,0,0
6820,EPIDEMIC,Taizz,27/04/2010,0,0,0
6819,EPIDEMIC,Taizz,26/04/2010,0,0,0
6818,EPIDEMIC,Taizz,26/04/2010,0,0,0
6817,EPIDEMIC,Taizz,18/04/2010,0,0,0
6816,EPIDEMIC,Taizz,07/04/2010,0,0,0
6815,EPIDEMIC,Taizz,17/04/2010,0,0,0
6814,EPIDEMIC,Taizz,15/04/2010,0,0,0
6813,EPIDEMIC,Taizz,08/04/2010,0,0,0
6812,EPIDEMIC,Taizz,26/03/2010,0,0,0
6838,EPIDEMIC,Taizz,18/05/2010,0,0,0
6837,EPIDEMIC,Taizz,18/05/2010,0,0,0
6836,EPIDEMIC,Taizz,18/05/2010,0,0,0
6835,EPIDEMIC,Taizz,17/05/2010,0,0,0
6834,EPIDEMIC,Taizz,16/05/2010,0,0,0
6833,EPIDEMIC,Taizz,16/05/2010,0,0,0
6832,EPIDEMIC,Taizz,16/05/2010,0,0,0
6831,EPIDEMIC,Taizz,14/05/2010,0,0,0
6830,EPIDEMIC,Taizz,04/05/2010,0,0,0
6811,EPIDEMIC,Taizz,25/03/2010,0,0,0
6810,EPIDEMIC,Taizz,24/03/2010,0,0,0
6809,EPIDEMIC,Taizz,08/03/2010,0,0,0
6808,EPIDEMIC,Taizz,03/03/2010,0,0,0
6807,EPIDEMIC,Taizz,27/02/2010,0,0,0
6806,EPIDEMIC,Taizz,24/02/2010,0,0,0
6805,EPIDEMIC,Taizz,12/02/2010,0,0,0
6804,EPIDEMIC,Taizz,02/02/2010,0,0,0
6803,EPIDEMIC,Taizz,27/01/2010,0,0,0
6802,EPIDEMIC,Taizz,23/01/2010,0,0,0
6801,EPIDEMIC,Taizz,14/01/2010,0,0,0
6800,EPIDEMIC,Taizz,13/01/2010,0,0,0
6799,EPIDEMIC,Taizz,12/01/2010,0,0,0
6798,EPIDEMIC,Taizz,11/01/2010,0,0,0
6797,EPIDEMIC,Taizz,11/01/2010,0,0,0
6796,EPIDEMIC,Taizz,05/01/2010,0,0,0
6795,EPIDEMIC,Taizz,04/01/2010,0,0,0
6794,EPIDEMIC,Taizz,30/08/2009,0,0,0
6793,EPIDEMIC,Taizz,30/08/2009,0,0,0
6792,EPIDEMIC,Taizz,30/08/2009,0,0,0
6791,EPIDEMIC,Taizz,29/08/2009,0,0,0
6790,EPIDEMIC,Taizz,29/08/2009,0,0,0
6789,EPIDEMIC,Taizz,29/08/2009,0,0,0
6788,EPIDEMIC,Taizz,27/08/2009,0,0,0
6787,EPIDEMIC,Taizz,27/08/2009,0,0,0
6786,EPIDEMIC,Taizz,26/08/2009,0,0,0
6785,EPIDEMIC,Taizz,26/08/2009,0,0,0
6764,EPIDEMIC,Taizz,13/08/2009,0,0,0
6763,EPIDEMIC,Taizz,13/08/2009,0,0,0
6762,EPIDEMIC,Taizz,13/08/2009,0,0,0
6761,EPIDEMIC,Taizz,12/08/2009,0,0,0
6760,EPIDEMIC,Taizz,12/08/2009,0,0,0
6759,EPIDEMIC,Taizz,10/08/2009,0,0,0
6758,EPIDEMIC,Taizz,10/08/2009,0,0,0
6757,EPIDEMIC,Taizz,09/08/2009,0,0,0
6756,EPIDEMIC,Taizz,06/08/2009,0,0,0
6755,EPIDEMIC,Taizz,03/08/2009,0,0,0
6754,EPIDEMIC,Taizz,03/08/2009,0,0,0
6753,EPIDEMIC,Taizz,01/08/2009,0,0,0
6752,EPIDEMIC,Taizz,30/07/2009,0,0,0
6751,EPIDEMIC,Taizz,30/07/2009,0,0,0
6750,EPIDEMIC,Taizz,28/07/2009,0,0,0
6749,EPIDEMIC,Taizz,27/07/2009,0,0,0
6748,EPIDEMIC,Taizz,25/07/2009,0,0,0
6747,EPIDEMIC,Taizz,23/07/2009,0,0,0
6746,EPIDEMIC,Taizz,18/07/2009,0,0,0
6745,EPIDEMIC,Taizz,13/07/2009,0,0,0
6744,EPIDEMIC,Taizz,13/07/2009,0,0,0
6743,EPIDEMIC,Taizz,11/06/2009,0,0,0
6742,EPIDEMIC,Taizz,28/05/2009,0,0,0
6741,EPIDEMIC,Taizz,20/05/2009,0,0,0
6740,EPIDEMIC,Taizz,14/05/2009,0,0,0
6739,EPIDEMIC,Taizz,13/04/2009,0,0,0
6738,EPIDEMIC,Taizz,2003/12/0,0,0,0
6737,EPIDEMIC,Taizz,2003/11/0,0,0,0
6736,EPIDEMIC,Taizz,2003/10/0,0,0,0
6735,EPIDEMIC,Taizz,2003/9/0,0,0,0
6734,EPIDEMIC,Taizz,2003/8/0,0,0,0
6733,EPIDEMIC,Taizz,2003/7/0,0,0,0
6732,EPIDEMIC,Taizz,2003/6/0,0,0,0
6731,EPIDEMIC,Taizz,2003/5/0,0,0,0
6730,EPIDEMIC,Taizz,2003/4/0,0,0,0
6729,EPIDEMIC,Taizz,2003/3/0,0,0,0
6728,EPIDEMIC,Taizz,2003/2/0,0,0,0
6727,EPIDEMIC,Taizz,2003/1/0,0,0,0
6726,EPIDEMIC,Taizz,2003/12/0,0,0,0
6725,EPIDEMIC,Taizz,2003/11/0,0,0,0
6724,EPIDEMIC,Taizz,2003/10/0,0,0,0
6723,EPIDEMIC,Taizz,2003/9/0,0,0,0
6722,EPIDEMIC,Taizz,2003/8/0,0,0,0
6721,EPIDEMIC,Taizz,2003/7/0,0,0,0
6720,EPIDEMIC,Taizz,2003/6/0,0,0,0
6719,EPIDEMIC,Taizz,2003/5/0,0,0,0
6704,EPIDEMIC,Taizz,2003/1/0,0,0,0
6703,EPIDEMIC,Taizz,2003/12/0,0,0,0
6702,EPIDEMIC,Taizz,2003/11/0,0,0,0
6701,EPIDEMIC,Taizz,2003/10/0,0,0,0
6700,EPIDEMIC,Taizz,2003/9/0,0,0,0
6699,EPIDEMIC,Taizz,2003/8/0,0,0,0
6698,EPIDEMIC,Taizz,2003/7/0,0,0,0
6697,EPIDEMIC,Taizz,2003/6/0,0,0,0
6696,EPIDEMIC,Taizz,2003/5/0,0,0,0
6695,EPIDEMIC,Taizz,2003/4/0,0,0,0
6694,EPIDEMIC,Taizz,2003/3/0,0,0,0
6693,EPIDEMIC,Taizz,2003/2/0,0,0,0
6692,EPIDEMIC,Taizz,2003/1/0,0,0,0
6691,EPIDEMIC,Taizz,2003/12/0,0,0,0
6690,EPIDEMIC,Taizz,2003/11/0,0,0,0
6689,EPIDEMIC,Taizz,2003/10/0,0,0,0
6688,EPIDEMIC,Taizz,2003/9/0,0,0,0
6687,EPIDEMIC,Taizz,2003/8/0,0,0,0
6686,EPIDEMIC,Taizz,2003/7/0,0,0,0
6685,EPIDEMIC,Taizz,2003/6/0,0,0,0
6684,EPIDEMIC,Taizz,2003/5/0,0,0,0
6683,EPIDEMIC,Taizz,2003/4/0,0,0,0
6682,EPIDEMIC,Taizz,2003/3/0,0,0,0
6681,EPIDEMIC,Taizz,2003/2/0,0,0,0
6680,EPIDEMIC,Taizz,2003/1/0,0,0,0
6679,EPIDEMIC,Taizz,2003/12/0,0,0,0
6678,EPIDEMIC,Taizz,2003/11/0,0,0,0
6677,EPIDEMIC,Taizz,2003/10/0,0,0,0
6676,EPIDEMIC,Taizz,2003/9/0,0,0,0
6675,EPIDEMIC,Taizz,2003/8/0,0,0,0
6674,EPIDEMIC,Taizz,2003/7/0,0,0,0
6673,EPIDEMIC,Taizz,2003/6/0,0,0,0
6672,EPIDEMIC,Taizz,2003/5/0,0,0,0
6671,EPIDEMIC,Taizz,2003/4/0,0,0,0
6670,EPIDEMIC,Taizz,2003/3/0,0,0,0
6669,EPIDEMIC,Taizz,2003/2/0,0,0,0
6668,EPIDEMIC,Taizz,2003/1/0,0,0,0
6667,EPIDEMIC,Taizz,2003/12/0,0,0,0
6666,EPIDEMIC,Taizz,2003/11/0,0,0,0
6665,EPIDEMIC,Taizz,2003/10/0,0,0,0
6664,EPIDEMIC,Taizz,2003/9/0,0,0,0
6663,EPIDEMIC,Taizz,2003/8/0,0,0,0
6718,EPIDEMIC,Taizz,2003/4/0,0,0,0
6717,EPIDEMIC,Taizz,2003/3/0,0,0,0
6716,EPIDEMIC,Taizz,2003/2/0,0,0,0
6715,EPIDEMIC,Taizz,2003/1/0,0,0,0
6714,EPIDEMIC,Taizz,2003/12/0,0,0,0
6713,EPIDEMIC,Taizz,2003/10/0,0,0,0
6712,EPIDEMIC,Taizz,2003/9/0,0,0,0
6711,EPIDEMIC,Taizz,2003/8/0,0,0,0
6710,EPIDEMIC,Taizz,2003/7/0,0,0,0
6709,EPIDEMIC,Taizz,2003/6/0,0,0,0
6708,EPIDEMIC,Taizz,2003/5/0,0,0,0
6707,EPIDEMIC,Taizz,2003/4/0,0,0,0
6706,EPIDEMIC,Taizz,2003/3/0,0,0,0
6705,EPIDEMIC,Taizz,2003/2/0,0,0,0
6655,EPIDEMIC,Taizz,2003/0/0,0,0,0
6654,EPIDEMIC,Taizz,2003/0/0,0,0,0
6653,EPIDEMIC,Taizz,2003/0/0,0,0,0
6652,EPIDEMIC,Taizz,2003/0/0,0,0,0
6651,EPIDEMIC,Taizz,2003/0/0,0,0,0
6650,EPIDEMIC,Taizz,2003/0/0,0,0,0
6649,EPIDEMIC,Taizz,2003/0/0,0,0,0
6648,EPIDEMIC,Taizz,2003/0/0,0,0,0
6647,EPIDEMIC,Taizz,2003/0/0,0,0,0
6646,EPIDEMIC,Taizz,2003/0/0,0,0,0
6645,ACCIDENT,Taizz,2003/0/0,0,0,0
6644,EPIDEMIC,Taizz,2003/0/0,0,0,0
6643,EPIDEMIC,Taizz,2003/0/0,0,0,0
6642,EPIDEMIC,Taizz,2003/0/0,0,0,0
6641,ACCIDENT,Taizz,2003/0/0,0,0,0
6640,ACCIDENT,Taizz,2003/0/0,0,0,0
6639,EPIDEMIC,Taizz,2003/0/0,0,0,0
6638,EPIDEMIC,Taizz,2003/0/0,0,0,0
6637,EPIDEMIC,Taizz,2003/0/0,0,0,0
6636,EPIDEMIC,Taizz,2003/0/0,0,0,0
6635,EPIDEMIC,Taizz,2003/0/0,0,0,0
6634,EPIDEMIC,Taizz,2003/0/0,0,0,0
6633,EPIDEMIC,Taizz,2003/0/0,0,0,0
6632,EPIDEMIC,Taizz,2003/0/0,0,0,0
6631,EPIDEMIC,Taizz,2003/12/0,0,0,0
6630,EPIDEMIC,Taizz,2003/11/0,0,0,0
6629,EPIDEMIC,Taizz,2003/10/0,0,0,0
6628,EPIDEMIC,Taizz,2003/9/0,0,0,0
6662,EPIDEMIC,Taizz,2003/7/0,0,0,0
6661,EPIDEMIC,Taizz,2003/6/0,0,0,0
6660,EPIDEMIC,Taizz,2003/5/0,0,0,0
6659,EPIDEMIC,Taizz,2003/4/0,0,0,0
6658,EPIDEMIC,Taizz,2003/3/0,0,0,0
6657,EPIDEMIC,Taizz,2003/2/0,0,0,0
6656,EPIDEMIC,Taizz,2003/1/0,0,0,0
6627,EPIDEMIC,Taizz,2003/8/0,0,0,0
6596,EPIDEMIC,Taizz,2003/0/0,0,0,0
6595,EPIDEMIC,Sa'adah,09/11/2008,0,0,0
6594,EPIDEMIC,Sa'adah,09/11/2008,0,0,0
6593,EPIDEMIC,Sa'adah,09/11/2008,0,0,0
6592,EPIDEMIC,Shabwah,09/11/2008,0,0,0
6591,EPIDEMIC,Shabwah,09/11/2008,0,0,0
6590,EPIDEMIC,Shabwah,09/11/2008,0,0,0
6589,EPIDEMIC,Shabwah,09/11/2008,0,0,0
6588,EPIDEMIC,Lahj,09/11/2008,0,0,0
6587,EPIDEMIC,Lahj,09/11/2008,0,0,0
6586,EPIDEMIC,Lahj,09/11/2008,0,0,0
6585,EPIDEMIC,Lahj,09/11/2008,0,0,0
6584,EPIDEMIC,Lahj,09/11/2008,0,0,0
6606,EPIDEMIC,Taizz,2003/0/0,0,0,0
6605,EPIDEMIC,Taizz,2003/0/0,0,0,0
6604,EPIDEMIC,Taizz,2003/0/0,0,0,0
6603,EPIDEMIC,Taizz,2003/0/0,0,0,0
6602,EPIDEMIC,Taizz,2003/0/0,0,0,0
6601,EPIDEMIC,Taizz,2003/0/0,0,0,0
6600,EPIDEMIC,Taizz,2003/0/0,0,0,0
6583,EPIDEMIC,Lahj,09/11/2008,0,0,0
6582,EPIDEMIC,Al Hudaydah,09/11/2008,0,0,0
6581,EPIDEMIC,Al Hudaydah,09/11/2008,0,0,0
6580,EPIDEMIC,Al Hudaydah,09/11/2008,0,0,0
6579,EPIDEMIC,Ibb,09/11/2008,0,0,0
6578,EPIDEMIC,Ibb,09/11/2008,0,0,0
6577,EPIDEMIC,Ibb,09/11/2008,0,0,0
6576,EPIDEMIC,Ibb,09/11/2008,0,0,0
6575,EPIDEMIC,Ibb,09/11/2008,0,0,0
6574,EPIDEMIC,Ibb,09/11/2008,0,0,0
6573,EPIDEMIC,Ibb,09/11/2008,0,0,0
6572,EPIDEMIC,Ibb,09/11/2008,0,0,0
6571,EPIDEMIC,Sana'a,09/11/2008,0,0,0
6570,EPIDEMIC,Sana'a,09/11/2008,0,0,0
6569,EPIDEMIC,Sana'a,09/11/2008,0,0,0
6568,EPIDEMIC,Sana'a,09/11/2008,0,0,0
6551,EPIDEMIC,Sa'adah,06/04/2008,0,0,0
6550,EPIDEMIC,Sa'adah,06/04/2008,0,0,0
6549,EPIDEMIC,Sa'adah,06/04/2008,0,0,0
6548,EPIDEMIC,Sa'adah,06/04/2008,0,0,0
6547,EPIDEMIC,Amran,06/04/2008,0,0,0
6546,EPIDEMIC,Amran,06/04/2008,0,0,0
6545,EPIDEMIC,Amran,06/04/2008,0,0,0
6544,EPIDEMIC,Amran,06/04/2008,0,0,0
6567,EPIDEMIC,Sana'a,09/11/2008,0,0,0
6566,EPIDEMIC,Sana'a,09/11/2008,0,0,0
6565,EPIDEMIC,Sana'a,09/11/2008,0,0,0
6564,EPIDEMIC,Sana'a,09/11/2008,0,0,0
6563,EPIDEMIC,Hadramaut,06/04/2008,0,0,0
6562,EPIDEMIC,Hadramaut,06/04/2008,0,0,0
6561,EPIDEMIC,Hadramaut,06/04/2008,0,0,0
6560,EPIDEMIC,Hadramaut,06/04/2008,0,0,0
6559,EPIDEMIC,Hadramaut,06/04/2008,0,0,0
6558,EPIDEMIC,Hadramaut,06/04/2008,0,0,0
6557,EPIDEMIC,Raymah,06/04/2008,0,0,0
6556,EPIDEMIC,Raymah,06/04/2008,0,0,0
6555,EPIDEMIC,Raymah,06/04/2008,0,0,0
6554,EPIDEMIC,Raymah,06/04/2008,0,0,0
6553,EPIDEMIC,Sa'adah,06/04/2008,0,0,0
6552,EPIDEMIC,Sa'adah,06/04/2008,0,0,0
6543,EPIDEMIC,Amran,06/04/2008,0,0,0
6542,EPIDEMIC,Amran,06/04/2008,0,0,0
6541,EPIDEMIC,Amran,06/04/2008,0,0,0
1556,EPIDEMIC,Lahj,2001/0/0,0,0,0
1555,EPIDEMIC,Lahj,2001/0/0,0,0,0
1554,EPIDEMIC,Lahj,2001/0/0,0,0,0
1553,EPIDEMIC,Amran,2002/0/0,0,0,0
6540,EPIDEMIC,Amran,06/04/2008,0,0,0
1552,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
1550,EPIDEMIC,Ibb,2008/0/0,0,0,0
6539,EPIDEMIC,Abyan,10/03/2008,0,0,0
6538,EPIDEMIC,Abyan,10/03/2008,0,0,0
6537,EPIDEMIC,Abyan,10/03/2008,0,0,0
6536,EPIDEMIC,Abyan,10/03/2008,0,0,0
6535,EPIDEMIC,Abyan,10/03/2008,0,0,0
6534,EPIDEMIC,Abyan,10/03/2008,0,0,0
6533,EPIDEMIC,Al Mahwit,10/03/2008,0,0,0
6532,EPIDEMIC,Al Mahwit,10/03/2008,0,0,0
6531,EPIDEMIC,Al Mahwit,10/03/2008,0,0,0
6530,EPIDEMIC,Al Mahwit,10/03/2008,0,0,0
6529,EPIDEMIC,Dhamar,10/03/2008,0,0,0
6528,EPIDEMIC,Dhamar,10/03/2008,0,0,0
6527,EPIDEMIC,Dhamar,10/03/2008,0,0,0
6526,EPIDEMIC,Dhamar,10/03/2008,0,0,0
6525,EPIDEMIC,Hajjah,10/03/2008,0,0,0
6524,EPIDEMIC,Hajjah,10/03/2008,0,0,0
6523,EPIDEMIC,Hajjah,10/03/2008,0,0,0
6522,EPIDEMIC,Hajjah,10/03/2008,0,0,0
6521,EPIDEMIC,Hajjah,10/03/2008,0,0,0
6520,EPIDEMIC,Hajjah,10/03/2008,0,0,0
6519,EPIDEMIC,Hajjah,10/03/2008,0,0,0
6518,EPIDEMIC,Hajjah,10/03/2008,0,0,0
6517,EPIDEMIC,Al Dhale'e,10/03/2008,0,0,0
6516,EPIDEMIC,Al Dhale'e,10/03/2008,0,0,0
6515,EPIDEMIC,Al Dhale'e,10/03/2008,0,0,0
6514,EPIDEMIC,Al Dhale'e,10/03/2008,0,0,0
6513,EPIDEMIC,Al Dhale'e,10/03/2008,0,0,0
6512,EPIDEMIC,Al Dhale'e,10/03/2008,0,0,0
6511,EPIDEMIC,Al Dhale'e,10/03/2008,0,0,0
6510,EPIDEMIC,Al Dhale'e,10/03/2008,0,0,0
6509,EPIDEMIC,Taizz,10/03/2008,0,0,0
6508,EPIDEMIC,Taizz,10/03/2008,0,0,0
6507,EPIDEMIC,Taizz,10/03/2008,0,0,0
6506,EPIDEMIC,Taizz,10/03/2008,0,0,0
6505,EPIDEMIC,Taizz,10/03/2008,0,0,0
6504,EPIDEMIC,Taizz,10/03/2008,0,0,0
6503,EPIDEMIC,Taizz,2002/12/0,0,0,0
6502,EPIDEMIC,Taizz,2002/11/0,0,0,0
6501,EPIDEMIC,Taizz,2002/10/0,0,0,0
6500,EPIDEMIC,Taizz,2002/9/0,0,0,0
6499,EPIDEMIC,Taizz,2002/8/0,0,0,0
6498,EPIDEMIC,Taizz,2002/7/0,0,0,0
6497,EPIDEMIC,Taizz,2002/6/0,0,0,0
6496,EPIDEMIC,Taizz,2002/5/0,0,0,0
6495,EPIDEMIC,Taizz,2002/4/0,0,0,0
6494,EPIDEMIC,Taizz,2002/3/0,0,0,0
6493,EPIDEMIC,Taizz,2002/2/0,0,0,0
6492,EPIDEMIC,Taizz,2002/1/0,0,0,0
6491,EPIDEMIC,Taizz,2002/12/0,0,0,0
6490,EPIDEMIC,Taizz,2002/11/0,0,0,0
6489,EPIDEMIC,Taizz,2002/10/0,0,0,0
6488,EPIDEMIC,Taizz,2002/9/0,0,0,0
6487,EPIDEMIC,Taizz,2002/8/0,0,0,0
6486,EPIDEMIC,Taizz,2002/7/0,0,0,0
6485,EPIDEMIC,Taizz,2002/6/0,0,0,0
6484,EPIDEMIC,Taizz,2002/5/0,0,0,0
6483,EPIDEMIC,Taizz,2002/4/0,0,0,0
6474,EPIDEMIC,Taizz,2002/10/0,0,0,0
6473,EPIDEMIC,Taizz,2002/9/0,0,0,0
6472,EPIDEMIC,Taizz,2002/8/0,0,0,0
6471,EPIDEMIC,Taizz,2002/7/0,0,0,0
6470,EPIDEMIC,Taizz,2002/6/0,0,0,0
6469,EPIDEMIC,Taizz,2002/5/0,0,0,0
6468,EPIDEMIC,Taizz,2002/4/0,0,0,0
6467,EPIDEMIC,Taizz,2002/3/0,0,0,0
6466,EPIDEMIC,Taizz,2002/2/0,0,0,0
6465,EPIDEMIC,Taizz,2002/1/0,0,0,0
6464,EPIDEMIC,Taizz,2002/12/0,0,0,0
6463,EPIDEMIC,Taizz,2002/11/0,0,0,0
6462,EPIDEMIC,Taizz,2002/10/0,0,0,0
6461,EPIDEMIC,Taizz,2002/9/0,0,0,0
6460,EPIDEMIC,Taizz,2002/8/0,0,0,0
6459,EPIDEMIC,Taizz,2002/7/0,0,0,0
6458,EPIDEMIC,Taizz,2002/6/0,0,0,0
6457,EPIDEMIC,Taizz,2002/5/0,0,0,0
6456,EPIDEMIC,Taizz,2002/4/0,0,0,0
6455,EPIDEMIC,Taizz,2002/3/0,0,0,0
6454,EPIDEMIC,Taizz,2002/2/0,0,0,0
6453,EPIDEMIC,Taizz,2002/1/0,0,0,0
6452,EPIDEMIC,Taizz,2002/12/0,0,0,0
6451,EPIDEMIC,Taizz,2002/11/0,0,0,0
